ID,ID_клиента,фамилия,кредитный_рейтинг,город,пол,возраст,стаж_в_банке,баланс_депозита,число_продуктов,есть_кредитка,активный_клиент,оценочная_зарплата,ушел_из_банка
2917,15691396.0,Тестов762,596.0,Алматы,Female,36.0,6.0,,3.0,0.0,1.0,118862.08,1.0
2918,15702912.0,Тестов154,594.0,Астана,Male,32.0,2.0,,2.0,1.0,1.0,155853.64,0.0
2919,15715184.0,Кабдулов,661.0,Астана,Male,46.0,9.0,129109.02,2.0,1.0,0.0,76569.64,1.0
2920,15795510.0,Тестов563,644.0,Атырау,Male,39.0,5.0,82659.46,1.0,1.0,0.0,166678.28,0.0
2921,15689953.0,Тестов708,719.0,Алматы,Male,41.0,9.0,,2.0,1.0,0.0,74854.97,0.0
2922,15641110.0,Тестов205,746.0,Астана,Female,25.0,9.0,,2.0,1.0,0.0,163650.56,0.0
2923,15766289.0,Тестов317,526.0,Атырау,Female,47.0,5.0,120599.21,1.0,1.0,0.0,170968.99,1.0
2924,15806945.0,Тестов494,516.0,Алматы,Male,38.0,6.0,,2.0,0.0,1.0,126565.84,1.0
2925,15646726.0,Тестов636,724.0,Атырау,Male,46.0,8.0,109799.55,1.0,1.0,1.0,172576.43,1.0
2926,15782210.0,Тестов557,579.0,Алматы,Male,41.0,10.0,152400.51,2.0,1.0,1.0,142377.69,0.0
2927,15747677.0,Тестов767,659.0,Атырау,Male,45.0,8.0,109724.38,3.0,1.0,1.0,81617.4,1.0
2928,15721469.0,Тестов271,727.0,Алматы,Female,32.0,0.0,,2.0,1.0,0.0,84569.13,0.0
2929,15692406.0,Тестов824,704.0,Алматы,Female,39.0,4.0,,2.0,0.0,0.0,93959.96,0.0
2930,15802625.0,Тестов222,775.0,Астана,Female,36.0,4.0,,2.0,0.0,0.0,14081.64,0.0
2931,15581198.0,Тестов327,709.0,Алматы,Female,58.0,6.0,,1.0,0.0,1.0,141449.86,1.0
2932,15735346.0,Тестов701,706.0,Астана,Male,40.0,3.0,,2.0,1.0,0.0,182262.66,0.0
2933,15701555.0,Тестов303,732.0,Атырау,Male,36.0,7.0,120867.18,1.0,1.0,1.0,176743.51,0.0
2934,15738220.0,Тестов77,727.0,Алматы,Female,55.0,3.0,,1.0,1.0,1.0,51695.41,1.0
2935,15786463.0,Тестов771,663.0,Атырау,Female,63.0,9.0,131284.53,1.0,0.0,0.0,110953.33,1.0
2936,15610755.0,Тестов271,596.0,Алматы,Male,32.0,0.0,,2.0,0.0,0.0,158420.14,0.0
2937,15627042.0,Тестов405,602.0,Астана,Male,33.0,3.0,105443.68,1.0,1.0,0.0,158248.71,0.0
2938,15750055.0,Тестов196,539.0,Алматы,Male,38.0,5.0,,2.0,1.0,1.0,184474.15,0.0
2939,15775295.0,Тестов551,678.0,Алматы,Male,42.0,2.0,,2.0,1.0,1.0,108732.96,0.0
2940,15604544.0,Тестов242,602.0,Атырау,Male,36.0,2.0,138521.54,2.0,0.0,1.0,53534.8,0.0
2941,15648876.0,Тестов300,678.0,Алматы,Female,26.0,7.0,,2.0,1.0,1.0,57876.05,0.0
2942,15601387.0,Тестов463,539.0,Алматы,Male,46.0,9.0,,2.0,1.0,0.0,122996.76,0.0
2943,15671172.0,Тестов598,644.0,Астана,Male,36.0,2.0,,2.0,1.0,1.0,51380.9,0.0
2944,15580149.0,Тестов319,790.0,Алматы,Female,37.0,6.0,,2.0,1.0,1.0,125962.02,0.0
2945,15754929.0,Тестов646,837.0,Астана,Female,57.0,0.0,,2.0,0.0,0.0,120880.72,1.0
2946,15637461.0,Тестов504,628.0,Алматы,Female,33.0,1.0,,2.0,0.0,1.0,140947.05,0.0
2947,15676091.0,Тестов650,696.0,Алматы,Female,60.0,3.0,,1.0,1.0,1.0,87071.18,1.0
2948,15770345.0,Тестов180,713.0,Алматы,Female,33.0,7.0,91549.74,1.0,0.0,1.0,102291.3,0.0
2949,15778395.0,Тестов344,589.0,Алматы,Female,29.0,8.0,,2.0,1.0,0.0,158918.02,0.0
2950,15702801.0,Тестов222,835.0,Астана,Male,35.0,9.0,,1.0,0.0,0.0,93718.16,0.0
2951,15661349.0,Тестов313,554.0,Алматы,Male,30.0,1.0,118317.27,1.0,1.0,0.0,63736.16,0.0
2952,15708710.0,Тестов465,659.0,Атырау,Male,36.0,3.0,143988.0,1.0,1.0,1.0,111981.19,1.0
2953,15807555.0,Тестов544,711.0,Алматы,Female,34.0,9.0,,1.0,1.0,1.0,107840.33,0.0
2954,15793311.0,Тестов166,678.0,Алматы,Male,23.0,9.0,,2.0,1.0,1.0,169415.54,0.0
2955,15709914.0,Тестов295,611.0,Алматы,Female,26.0,8.0,,1.0,0.0,1.0,138051.19,0.0
2956,15586880.0,Тестов824,572.0,Алматы,Female,44.0,10.0,110635.32,1.0,1.0,1.0,182055.36,0.0
2957,15613772.0,Тестов403,516.0,Атырау,Female,30.0,3.0,170833.46,1.0,1.0,0.0,41800.18,1.0
2958,15790594.0,Тестов73,621.0,Астана,Female,37.0,8.0,,2.0,1.0,0.0,125553.83,0.0
2959,15589320.0,Тестов603,556.0,Астана,Female,37.0,8.0,125566.9,3.0,0.0,0.0,56908.41,1.0
2960,15663489.0,Тестов50,678.0,Алматы,Male,36.0,7.0,,2.0,0.0,1.0,176570.28,0.0
2961,15636423.0,Тестов200,731.0,Астана,Male,29.0,7.0,,1.0,1.0,1.0,155047.11,0.0
2962,15588928.0,Тестов531,487.0,Алматы,Male,32.0,7.0,,2.0,1.0,0.0,131281.28,0.0
2963,15572547.0,Тестов464,659.0,Астана,Male,30.0,7.0,,2.0,1.0,1.0,157097.09,0.0
2964,15646859.0,Тестов811,727.0,Астана,Male,34.0,2.0,,2.0,1.0,0.0,176768.59,0.0
2965,15767432.0,Тестов760,709.0,Алматы,Male,36.0,2.0,96963.11,1.0,1.0,0.0,102982.39,0.0
2966,15677522.0,Тестов569,686.0,Атырау,Male,39.0,2.0,142388.61,2.0,0.0,1.0,136491.72,0.0
2967,15583681.0,Тестов618,683.0,Астана,Female,41.0,2.0,,1.0,0.0,0.0,60902.52,1.0
2968,15693690.0,Тестов456,711.0,Астана,Female,33.0,1.0,,2.0,1.0,1.0,81492.6,0.0
2969,15763065.0,Жаксылыков,526.0,Алматы,Female,36.0,4.0,,1.0,1.0,0.0,47728.0,0.0
2970,15671480.0,Тестов834,682.0,Астана,Male,36.0,7.0,,2.0,1.0,1.0,178067.33,0.0
2971,15598883.0,Тестов446,605.0,Астана,Male,31.0,6.0,,2.0,1.0,1.0,142783.98,0.0
2972,15690695.0,Тестов123,473.0,Алматы,Female,34.0,3.0,,2.0,0.0,0.0,119400.08,0.0
2973,15616709.0,Тестов821,686.0,Алматы,Male,26.0,6.0,,2.0,1.0,0.0,88958.49,0.0
2974,15765694.0,Тестов261,468.0,Алматы,Female,37.0,3.0,,2.0,1.0,0.0,158840.99,0.0
2975,15764314.0,Тестов729,669.0,Атырау,Male,33.0,4.0,150219.41,2.0,1.0,0.0,170835.3,0.0
2976,15793346.0,Тестов347,718.0,Алматы,Male,38.0,4.0,113599.74,1.0,1.0,1.0,116467.35,0.0
2977,15583692.0,Тестов493,635.0,Алматы,Female,38.0,6.0,,2.0,1.0,1.0,73371.65,0.0
2978,15637354.0,Тестов50,579.0,Астана,Female,42.0,5.0,,2.0,1.0,1.0,164741.5,0.0
2979,15787884.0,Тулегенов,725.0,Алматы,Male,36.0,3.0,120825.7,1.0,1.0,0.0,173912.29,0.0
2980,15607986.0,Муханов,673.0,Астана,Male,32.0,4.0,,2.0,1.0,1.0,86937.2,0.0
2981,15651581.0,Тестов119,757.0,Атырау,Female,32.0,9.0,118520.23,1.0,0.0,0.0,134594.99,1.0
2982,15595047.0,Тестов100,637.0,Астана,Female,42.0,2.0,121513.31,1.0,0.0,0.0,114899.13,0.0
2983,15590888.0,Тестов827,639.0,Атырау,Female,20.0,4.0,123954.45,2.0,1.0,1.0,130866.95,0.0
2984,15592708.0,Кабдулов,694.0,Алматы,Male,38.0,8.0,,1.0,1.0,0.0,73977.23,1.0
2985,15699983.0,Тестов699,621.0,Алматы,Female,31.0,9.0,88980.32,1.0,1.0,1.0,110265.24,0.0
2986,15769783.0,Тестов631,748.0,Алматы,Male,26.0,8.0,113923.81,1.0,1.0,0.0,87071.18,0.0
2987,15636521.0,Тестов89,585.0,Алматы,Female,55.0,9.0,117314.92,1.0,1.0,0.0,97734.3,1.0
2988,15657868.0,Тестов84,592.0,Астана,Female,36.0,5.0,,2.0,0.0,1.0,127043.81,0.0
2989,15804516.0,Тестов464,647.0,Атырау,Male,31.0,3.0,103421.52,1.0,1.0,1.0,102260.16,0.0
2990,15763612.0,Тестов413,614.0,Алматы,Male,34.0,0.0,91902.56,2.0,1.0,1.0,115227.02,0.0
2991,15628144.0,Тестов103,529.0,Алматы,Female,37.0,6.0,,2.0,1.0,1.0,145796.49,0.0
2992,15671244.0,Тестов381,534.0,Атырау,Female,47.0,7.0,113034.65,1.0,1.0,0.0,119712.78,1.0
2993,15794868.0,Тестов501,614.0,Алматы,Female,34.0,5.0,,2.0,1.0,1.0,74940.5,0.0
2994,15739576.0,Тестов572,559.0,Астана,Female,35.0,9.0,,2.0,1.0,1.0,178779.52,0.0
2995,15582591.0,Тестов537,648.0,Астана,Male,46.0,6.0,118201.41,1.0,1.0,1.0,163554.85,1.0
2996,15648064.0,Тестов540,735.0,Астана,Female,37.0,7.0,,1.0,1.0,0.0,113931.57,1.0
2997,15613786.0,Тестов354,718.0,Алматы,Male,43.0,1.0,,2.0,1.0,0.0,117748.58,0.0
2998,15596800.0,Тестов328,713.0,Алматы,Male,42.0,4.0,,2.0,0.0,1.0,80553.87,0.0
2999,15764444.0,Тестов254,663.0,Алматы,Male,25.0,3.0,129255.2,1.0,0.0,1.0,147910.64,0.0
3000,15638355.0,Тестов554,706.0,Атырау,Female,43.0,1.0,113657.37,1.0,1.0,0.0,188574.08,1.0
3001,15751774.0,Тестов439,692.0,Алматы,Male,41.0,10.0,138053.79,1.0,1.0,1.0,138051.19,0.0
3002,15694188.0,Тестов227,577.0,Алматы,Female,31.0,6.0,155619.36,1.0,0.0,1.0,102908.92,0.0
3003,15775797.0,Тестов792,584.0,Алматы,Female,45.0,8.0,,1.0,0.0,0.0,125083.29,1.0
3004,15589358.0,Тестов683,790.0,Алматы,Female,32.0,10.0,,1.0,0.0,1.0,179565.24,0.0
3005,15782454.0,Тестов124,716.0,Алматы,Female,35.0,6.0,,2.0,1.0,0.0,107825.08,0.0
3006,15676519.0,Тестов528,748.0,Алматы,Male,29.0,5.0,,2.0,1.0,1.0,122580.48,0.0
3007,15649359.0,Тестов114,637.0,Алматы,Female,34.0,8.0,,2.0,0.0,1.0,114448.77,0.0
3008,15738148.0,Тестов412,705.0,Алматы,Female,47.0,7.0,,1.0,1.0,0.0,159830.58,1.0
3009,15667554.0,Тестов318,727.0,Алматы,Male,32.0,5.0,,2.0,0.0,1.0,142838.64,0.0
3010,15718893.0,Тестов340,593.0,Алматы,Female,24.0,1.0,,2.0,0.0,1.0,157549.6,0.0
3011,15594404.0,Тестов442,613.0,Алматы,Male,26.0,6.0,129748.54,2.0,1.0,1.0,150507.81,0.0
3012,15582335.0,Тестов422,629.0,Атырау,Female,42.0,7.0,125445.04,2.0,1.0,0.0,147915.54,0.0
3013,15685844.0,Тестов433,713.0,Алматы,Female,28.0,9.0,141078.37,1.0,1.0,0.0,44912.7,0.0
3014,15712409.0,Тестов101,842.0,Астана,Male,59.0,9.0,,1.0,1.0,1.0,155711.72,1.0
3015,15802466.0,Тестов78,619.0,Алматы,Male,44.0,4.0,,1.0,1.0,1.0,174094.24,1.0
3016,15589323.0,Тестов576,568.0,Алматы,Female,38.0,5.0,,2.0,1.0,0.0,121551.58,0.0
3017,15777076.0,Тестов765,679.0,Алматы,Male,37.0,7.0,137780.74,1.0,1.0,1.0,175314.87,0.0
3018,15655252.0,Тестов436,724.0,Атырау,Female,46.0,1.0,139872.81,1.0,1.0,0.0,4491.77,1.0
3019,15695301.0,Тестов332,629.0,Атырау,Female,37.0,8.0,102535.57,1.0,1.0,0.0,137734.41,0.0
3020,15727251.0,Тестов792,688.0,Астана,Female,28.0,5.0,,2.0,0.0,1.0,91482.5,0.0
3021,15582910.0,Тестов655,807.0,Астана,Female,47.0,3.0,,1.0,1.0,1.0,158032.5,0.0
3022,15790958.0,Тестов426,724.0,Алматы,Female,29.0,5.0,,2.0,0.0,1.0,68860.3,0.0
3023,15591628.0,Тестов96,739.0,Астана,Male,30.0,3.0,,2.0,1.0,1.0,177624.01,0.0
3024,15567778.0,Тестов649,516.0,Астана,Male,41.0,0.0,132351.29,1.0,0.0,1.0,152992.04,0.0
3025,15796370.0,Тестов324,523.0,Атырау,Female,26.0,7.0,90560.3,2.0,1.0,0.0,100127.71,0.0
3026,15779738.0,Тестов616,704.0,Атырау,Female,45.0,6.0,161802.29,2.0,1.0,0.0,81753.92,1.0
3027,15583049.0,Тестов675,727.0,Алматы,Female,47.0,5.0,,2.0,1.0,0.0,106977.8,1.0
3028,15773394.0,Тестов305,545.0,Алматы,Male,57.0,7.0,,1.0,1.0,1.0,110916.15,1.0
3029,15587573.0,Тестов123,537.0,Алматы,Female,37.0,8.0,91281.46,1.0,1.0,0.0,86951.21,0.0
3030,15748986.0,Тестов30,577.0,Алматы,Male,29.0,8.0,144427.98,1.0,1.0,1.0,75837.58,0.0
3031,15780989.0,Тестов37,744.0,Алматы,Female,32.0,1.0,,2.0,1.0,1.0,96660.76,0.0
3032,15633283.0,Тестов537,749.0,Алматы,Female,32.0,10.0,,2.0,1.0,1.0,62674.55,0.0
3033,15775490.0,Тестов87,678.0,Алматы,Female,37.0,6.0,,2.0,0.0,0.0,177834.79,0.0
3034,15572356.0,Тестов65,724.0,Астана,Male,38.0,3.0,,2.0,1.0,1.0,125823.79,0.0
3035,15737605.0,Тестов515,653.0,Алматы,Male,36.0,8.0,,1.0,0.0,1.0,88965.46,0.0
3036,15654025.0,Тестов799,773.0,Атырау,Male,54.0,4.0,117808.74,2.0,1.0,1.0,82298.59,0.0
3037,15607786.0,Тестов698,691.0,Алматы,Female,32.0,1.0,129968.67,1.0,0.0,1.0,111307.98,0.0
3038,15723488.0,Тестов187,581.0,Астана,Female,29.0,4.0,,2.0,1.0,1.0,183515.12,0.0
3039,15722122.0,Тестов113,714.0,Алматы,Male,35.0,4.0,,2.0,1.0,0.0,141400.51,0.0
3040,15668893.0,Тестов213,696.0,Алматы,Female,50.0,8.0,,1.0,0.0,0.0,174570.55,1.0
3041,15620505.0,Тестов48,704.0,Алматы,Male,32.0,4.0,,2.0,0.0,1.0,158610.89,0.0
3042,15745355.0,Тестов230,602.0,Алматы,Male,31.0,6.0,99183.9,1.0,1.0,1.0,164741.5,0.0
3043,15725024.0,Тестов486,719.0,Алматы,Female,36.0,4.0,,2.0,1.0,1.0,123982.32,0.0
3044,15642991.0,Тестов814,678.0,Алматы,Male,39.0,3.0,147527.03,1.0,1.0,1.0,161559.12,0.0
3045,15749679.0,Тестов674,741.0,Алматы,Female,41.0,10.0,,2.0,1.0,0.0,170968.99,1.0
3046,15749557.0,Тестов207,656.0,Астана,Male,40.0,3.0,,2.0,0.0,1.0,63795.8,0.0
3047,15702571.0,Тестов404,466.0,Астана,Male,39.0,0.0,134318.13,1.0,1.0,1.0,94739.2,0.0
3048,15802368.0,Тестов624,686.0,Алматы,Male,44.0,9.0,,2.0,1.0,0.0,81861.1,0.0
3049,15573086.0,Тестов79,627.0,Атырау,Male,30.0,1.0,129855.32,2.0,0.0,0.0,52319.26,0.0
3050,15792922.0,Тестов233,613.0,Алматы,Male,45.0,5.0,,1.0,1.0,0.0,176713.47,1.0
3051,15778936.0,Тестов835,603.0,Атырау,Male,39.0,0.0,150956.71,2.0,0.0,1.0,182059.28,0.0
3052,15600462.0,Тестов482,678.0,Алматы,Female,62.0,9.0,,1.0,0.0,0.0,152698.24,1.0
3053,15584899.0,Тестов669,713.0,Атырау,Female,35.0,3.0,113957.01,1.0,1.0,0.0,93735.16,0.0
3054,15745012.0,Тестов788,676.0,Алматы,Male,37.0,1.0,,2.0,0.0,1.0,152491.22,0.0
3055,15739997.0,Тестов482,645.0,Алматы,Male,31.0,4.0,99538.3,1.0,1.0,0.0,172363.41,0.0
3056,15571928.0,Тестов322,669.0,Алматы,Male,42.0,6.0,124197.22,1.0,1.0,0.0,130752.01,0.0
3057,15668889.0,Тестов788,632.0,Астана,Male,42.0,3.0,107552.85,1.0,0.0,1.0,132973.23,0.0
3058,15651264.0,Тестов490,692.0,Астана,Male,27.0,7.0,,2.0,0.0,1.0,172033.57,0.0
3059,15605447.0,Тестов659,758.0,Алматы,Male,36.0,2.0,,1.0,1.0,1.0,152491.31,1.0
3060,15571928.0,Тестов525,724.0,Астана,Female,22.0,6.0,,2.0,1.0,1.0,65618.01,0.0
3061,15746662.0,Тестов574,684.0,Алматы,Male,40.0,5.0,,1.0,1.0,1.0,116467.55,1.0
3062,15751131.0,Тестов426,685.0,Астана,Male,36.0,5.0,,2.0,1.0,0.0,86410.29,0.0
3063,15682355.0,Тестов546,651.0,Атырау,Male,56.0,7.0,117561.49,1.0,1.0,1.0,38015.34,1.0
3064,15641319.0,Тестов568,662.0,Алматы,Male,54.0,8.0,,1.0,1.0,0.0,170638.98,1.0
3065,15750549.0,Тестов248,686.0,Астана,Female,36.0,6.0,150844.94,1.0,1.0,0.0,131043.2,1.0
3066,15675141.0,Тестов816,691.0,Атырау,Male,47.0,6.0,138901.61,1.0,1.0,1.0,116696.77,0.0
3067,15752300.0,Тестов802,717.0,Алматы,Female,44.0,8.0,,1.0,1.0,0.0,83629.6,1.0
3068,15757911.0,Тестов434,641.0,Астана,Female,37.0,9.0,127543.11,1.0,0.0,1.0,141756.32,0.0
3069,15631162.0,Тестов643,592.0,Алматы,Male,37.0,2.0,102955.14,1.0,1.0,0.0,185210.63,0.0
3070,15809823.0,Тестов758,677.0,Алматы,Male,39.0,7.0,,2.0,1.0,0.0,137916.49,0.0
3071,15650098.0,Тестов327,677.0,Астана,Female,42.0,6.0,,1.0,1.0,1.0,131778.58,1.0
3072,15671209.0,Тестов553,598.0,Алматы,Female,40.0,7.0,,2.0,1.0,0.0,146875.86,0.0
3073,15815690.0,Тестов506,734.0,Атырау,Male,36.0,6.0,123544.0,2.0,1.0,1.0,99843.98,0.0
3074,15652999.0,Тестов628,652.0,Астана,Female,42.0,2.0,,1.0,1.0,0.0,176616.35,1.0
3075,15606901.0,Тестов189,705.0,Алматы,Female,29.0,0.0,,2.0,1.0,1.0,86733.61,0.0
3076,15731522.0,Тестов342,623.0,Алматы,Male,39.0,7.0,125241.17,1.0,0.0,1.0,95957.09,0.0
3077,15761053.0,Тестов134,732.0,Астана,Male,26.0,8.0,,2.0,0.0,0.0,187987.01,0.0
3078,15728608.0,Тестов220,531.0,Алматы,Male,34.0,8.0,,2.0,1.0,1.0,109685.61,0.0
3079,15644849.0,Тестов135,617.0,Атырау,Male,39.0,7.0,106266.8,1.0,1.0,0.0,104665.79,1.0
3080,15602500.0,Тестов489,602.0,Алматы,Male,37.0,2.0,86053.52,1.0,1.0,1.0,47722.79,0.0
3081,15603088.0,Тестов631,769.0,Алматы,Male,46.0,8.0,,1.0,1.0,1.0,116969.73,0.0
3082,15662063.0,Тестов175,556.0,Алматы,Male,32.0,1.0,80764.03,1.0,1.0,1.0,122662.98,0.0
3083,15757911.0,Тестов699,653.0,Атырау,Female,35.0,1.0,79450.09,2.0,1.0,1.0,88721.84,0.0
3084,15677369.0,Тестов82,753.0,Астана,Male,59.0,2.0,,2.0,1.0,1.0,105599.65,0.0
3085,15629551.0,Тестов284,561.0,Астана,Male,41.0,5.0,,2.0,1.0,1.0,154598.58,0.0
3086,15774858.0,Тестов831,590.0,Астана,Female,36.0,3.0,,2.0,1.0,0.0,157862.82,0.0
3087,15652667.0,Даулетов,644.0,Астана,Female,28.0,3.0,,2.0,1.0,1.0,146652.11,0.0
3088,15782941.0,Тестов436,687.0,Алматы,Male,26.0,8.0,90194.34,1.0,1.0,1.0,180622.02,0.0
3089,15752650.0,Тестов811,729.0,Алматы,Female,38.0,3.0,83061.26,1.0,1.0,1.0,68600.36,0.0
3090,15677796.0,Тестов164,523.0,Алматы,Male,38.0,7.0,176651.02,1.0,1.0,0.0,143397.14,0.0
3091,15782475.0,Тестов732,699.0,Астана,Male,44.0,7.0,,2.0,1.0,0.0,105986.01,0.0
3092,15674929.0,Тестов352,648.0,Алматы,Female,31.0,10.0,,2.0,1.0,1.0,92728.08,0.0
3093,15771211.0,Тестов214,775.0,Алматы,Female,38.0,5.0,,2.0,0.0,1.0,182354.46,0.0
3094,15778049.0,Тестов347,752.0,Атырау,Female,60.0,5.0,107529.08,1.0,1.0,1.0,138526.96,1.0
3095,15592386.0,Тестов455,678.0,Алматы,Male,31.0,3.0,,1.0,1.0,1.0,172810.51,0.0
3096,15571756.0,Тестов448,763.0,Астана,Female,45.0,2.0,,3.0,1.0,0.0,170950.04,1.0
3097,15654870.0,Тестов638,669.0,Алматы,Female,37.0,4.0,,2.0,1.0,0.0,9241.78,0.0
3098,15607598.0,Тестов516,575.0,Астана,Male,49.0,8.0,,2.0,1.0,1.0,164925.11,0.0
3099,15576077.0,Тестов172,593.0,Атырау,Female,39.0,10.0,122031.55,1.0,1.0,1.0,166495.2,1.0
3100,15788683.0,Тестов684,684.0,Алматы,Female,25.0,7.0,154586.94,1.0,0.0,1.0,102517.93,0.0
3101,15739502.0,Тестов70,605.0,Алматы,Female,39.0,7.0,,1.0,1.0,1.0,166677.54,0.0
3102,15781298.0,Тестов678,537.0,Атырау,Female,27.0,3.0,118402.25,1.0,0.0,1.0,93844.82,0.0
3103,15793901.0,Тестов813,594.0,Алматы,Female,29.0,1.0,,2.0,0.0,1.0,138360.29,0.0
3104,15807593.0,Тестов132,599.0,Атырау,Female,51.0,9.0,134980.74,1.0,0.0,0.0,51380.9,1.0
3105,15750728.0,Тестов444,713.0,Астана,Female,28.0,10.0,,2.0,1.0,0.0,129569.92,0.0
3106,15627251.0,Тестов168,758.0,Алматы,Male,32.0,4.0,,2.0,1.0,0.0,141558.04,0.0
3107,15616666.0,Тестов536,738.0,Алматы,Female,38.0,3.0,,2.0,1.0,0.0,149891.79,0.0
3108,15582335.0,Тестов211,790.0,Астана,Female,32.0,7.0,,2.0,1.0,1.0,70550.0,0.0
3109,15592877.0,Тестов83,624.0,Алматы,Female,49.0,9.0,,3.0,1.0,0.0,167058.75,1.0
3110,15686957.0,Тестов444,699.0,Алматы,Male,31.0,9.0,115488.52,1.0,0.0,0.0,148814.54,0.0
3111,15641877.0,Тестов197,738.0,Астана,Male,33.0,9.0,,2.0,1.0,0.0,71420.16,0.0
3112,15694237.0,Тестов776,661.0,Алматы,Male,46.0,9.0,,1.0,1.0,0.0,172572.64,1.0
3113,15668057.0,Тестов447,624.0,Астана,Female,49.0,9.0,,1.0,1.0,0.0,79618.79,1.0
3114,15591344.0,Тестов125,677.0,Алматы,Male,35.0,6.0,,1.0,1.0,0.0,91711.66,1.0
3115,15649457.0,Тестов141,809.0,Атырау,Male,49.0,9.0,187530.66,1.0,1.0,1.0,136983.77,0.0
3116,15591386.0,Тестов720,663.0,Алматы,Female,52.0,3.0,,3.0,1.0,0.0,109096.71,1.0
3117,15762762.0,Тестов65,682.0,Атырау,Male,46.0,5.0,139825.34,1.0,0.0,0.0,95985.64,0.0
3118,15611171.0,Тестов582,659.0,Алматы,Male,39.0,2.0,89900.24,1.0,1.0,0.0,163666.85,0.0
3119,15631681.0,Тестов316,593.0,Алматы,Male,41.0,1.0,124976.19,1.0,1.0,1.0,111149.98,0.0
3120,15780572.0,Тестов401,735.0,Алматы,Male,34.0,6.0,,2.0,1.0,1.0,180932.46,0.0
3121,15631927.0,Тестов270,636.0,Алматы,Female,31.0,9.0,,2.0,1.0,0.0,53710.23,0.0
3122,15584776.0,Тестов94,678.0,Астана,Male,40.0,5.0,118897.1,1.0,1.0,0.0,162760.96,0.0
3123,15695097.0,Тестов216,712.0,Алматы,Male,30.0,2.0,,2.0,0.0,1.0,182059.28,0.0
3124,15618695.0,Тестов661,531.0,Алматы,Male,38.0,10.0,,2.0,1.0,0.0,138527.56,0.0
3125,15571244.0,Тестов286,716.0,Алматы,Female,48.0,5.0,,2.0,1.0,1.0,140723.05,0.0
3126,15663817.0,Тестов332,794.0,Алматы,Male,35.0,3.0,,2.0,1.0,1.0,72969.9,0.0
3127,15637678.0,Тестов254,785.0,Атырау,Male,55.0,1.0,110132.55,2.0,1.0,1.0,88890.05,0.0
3128,15578545.0,Тестов193,673.0,Астана,Male,40.0,1.0,,2.0,1.0,1.0,104769.96,0.0
3129,15685328.0,Тестов385,733.0,Астана,Female,38.0,4.0,,2.0,1.0,0.0,123475.88,0.0
3130,15806913.0,Тестов779,612.0,Алматы,Female,41.0,5.0,,2.0,1.0,0.0,17978.68,0.0
3131,15736371.0,Тестов484,827.0,Астана,Male,36.0,9.0,114430.18,1.0,0.0,0.0,127875.1,0.0
3132,15636590.0,Тестов148,682.0,Алматы,Female,36.0,9.0,,2.0,0.0,0.0,133537.43,0.0
3133,15771728.0,Тестов406,652.0,Алматы,Female,51.0,7.0,,1.0,1.0,0.0,174434.06,1.0
3134,15797748.0,Тестов263,651.0,Алматы,Male,35.0,9.0,,2.0,1.0,1.0,72577.33,0.0
3135,15592412.0,Тестов768,623.0,Астана,Male,36.0,1.0,152302.72,1.0,1.0,1.0,65413.41,0.0
3136,15641688.0,Тестов148,684.0,Астана,Male,28.0,2.0,82228.67,1.0,0.0,0.0,187905.12,0.0
3137,15631267.0,Тестов108,573.0,Алматы,Male,35.0,6.0,,2.0,1.0,1.0,93881.75,0.0
3138,15774179.0,Тестов193,587.0,Астана,Male,32.0,3.0,,2.0,1.0,0.0,182059.28,0.0
3139,15771698.0,Тестов386,735.0,Атырау,Male,36.0,1.0,145537.32,2.0,0.0,0.0,113413.32,0.0
3140,15681327.0,Тестов310,569.0,Алматы,Female,37.0,2.0,,2.0,1.0,0.0,126728.27,0.0
3141,15814536.0,Тестов681,596.0,Астана,Female,33.0,2.0,,2.0,1.0,1.0,48201.64,0.0
3142,15770101.0,Тестов75,733.0,Алматы,Female,47.0,9.0,,1.0,0.0,1.0,77500.81,1.0
3143,15640034.0,Тестов140,583.0,Алматы,Male,42.0,5.0,,2.0,1.0,1.0,53328.7,0.0
3144,15615352.0,Тестов421,662.0,Алматы,Male,37.0,9.0,,2.0,1.0,0.0,172450.04,0.0
3145,15783025.0,Тестов578,659.0,Атырау,Female,40.0,1.0,129799.67,1.0,1.0,0.0,133617.43,1.0
3146,15638882.0,Тестов513,682.0,Алматы,Male,47.0,3.0,,1.0,0.0,1.0,102640.52,1.0
3147,15571244.0,Тестов271,559.0,Алматы,Male,35.0,5.0,,1.0,1.0,0.0,96517.97,1.0
3148,15753847.0,Тестов343,699.0,Алматы,Female,31.0,7.0,,2.0,1.0,1.0,90537.47,0.0
3149,15752294.0,Тестов813,680.0,Атырау,Male,33.0,3.0,123971.27,2.0,1.0,1.0,82351.06,0.0
3150,15762218.0,Тестов493,646.0,Атырау,Female,43.0,6.0,137794.18,1.0,1.0,1.0,93524.19,1.0
3151,15592999.0,Тестов476,669.0,Атырау,Female,43.0,6.0,131286.46,1.0,1.0,0.0,166677.54,1.0
3152,15808760.0,Тестов781,721.0,Астана,Female,43.0,7.0,,2.0,1.0,1.0,35644.79,0.0
3153,15712772.0,Тестов246,581.0,Астана,Male,35.0,10.0,,2.0,1.0,0.0,57764.65,0.0
3154,15765311.0,Тестов553,594.0,Алматы,Male,34.0,2.0,,2.0,0.0,1.0,180736.24,0.0
